#{"t_start": 1716476490.580547, "env_id": "None"}
r,l,t
0.0,30,636.895368
0.0,30,636.895374
110.0,30,636.89538
110.0,30,636.895387
0.0,30,636.895393
0.0,30,637.065295
0.0,30,637.065354
120.0,30,637.065363
-100.0,30,637.06537
0.0,30,637.065376
0.0,30,637.065381
0.0,30,637.065387
110.0,30,637.065392
110.0,30,637.234552
0.0,30,637.234609
110.0,30,637.234624
110.0,30,637.234631
-100.0,30,637.234638
0.0,30,637.234644
10.0,30,637.234657
-100.0,30,637.234663
220.0,30,637.386701
0.0,30,637.386775
0.0,30,637.386788
-100.0,30,637.386796
0.0,30,637.386802
0.0,30,637.386807
0.0,30,637.386813
0.0,30,637.386818
0.0,30,637.532351
0.0,30,637.532402
0.0,30,637.532411
0.0,30,637.532417
0.0,30,637.532422
0.0,30,637.532427
0.0,30,637.532432
110.0,30,637.532437
-100.0,30,637.682495
0.0,30,637.682565
0.0,30,637.682575
0.0,30,637.682581
110.0,30,637.682588
0.0,30,637.682596
0.0,30,637.682602
110.0,30,637.682608
0.0,30,638.294614
0.0,30,638.294666
0.0,30,638.29468
0.0,30,638.294687
0.0,30,638.294692
0.0,30,638.294698
0.0,30,638.294706
0.0,30,638.294712
0.0,30,638.390429
0.0,30,638.390487
0.0,30,638.3905
0.0,30,638.390506
0.0,30,638.390512
0.0,30,638.390517
0.0,30,638.390522
0.0,30,638.390527
0.0,30,638.475874
0.0,30,638.475924
0.0,30,638.475934
0.0,30,638.47594
0.0,30,638.475946
0.0,30,638.475952
0.0,30,638.475957
0.0,30,638.475962
0.0,30,638.562612
0.0,30,638.562677
0.0,30,638.562686
0.0,30,638.562694
0.0,30,638.562702
0.0,30,638.562709
0.0,30,638.562715
0.0,30,638.562721
0.0,30,638.649504
0.0,30,638.649567
0.0,30,638.649577
0.0,30,638.649584
0.0,30,638.649594
0.0,30,638.649599
0.0,30,638.649604
0.0,30,638.649609
0.0,30,638.736362
0.0,30,638.736417
0.0,30,638.73643
0.0,30,638.736436
0.0,30,638.736446
0.0,30,638.736451
0.0,30,638.736457
0.0,30,638.736465
0.0,30,638.817002
0.0,30,638.817043
0.0,30,638.817051
0.0,30,638.817058
0.0,30,638.817063
0.0,30,638.817068
0.0,30,638.817073
0.0,30,638.817078
0.0,30,638.901148
0.0,30,638.901202
0.0,30,638.901211
0.0,30,638.901217
0.0,30,638.901222
0.0,30,638.901227
0.0,30,638.901232
0.0,30,638.901237
0.0,30,638.988798
0.0,30,638.988854
0.0,30,638.988864
0.0,30,638.98887
0.0,30,638.988876
0.0,30,638.988881
0.0,30,638.988886
0.0,30,638.988891
0.0,30,639.080876
0.0,30,639.080923
0.0,30,639.080932
0.0,30,639.080938
0.0,30,639.080944
0.0,30,639.080949
0.0,30,639.080955
0.0,30,639.080961
0.0,30,639.181588
0.0,30,639.181649
0.0,30,639.181659
0.0,30,639.181666
0.0,30,639.181671
0.0,30,639.181677
0.0,30,639.181682
0.0,30,639.181687
0.0,30,639.28246
0.0,30,639.282504
0.0,30,639.282514
0.0,30,639.282521
0.0,30,639.282526
0.0,30,639.282532
0.0,30,639.282537
0.0,30,639.282542
0.0,30,639.382412
0.0,30,639.382464
0.0,30,639.382473
0.0,30,639.382479
0.0,30,639.382485
0.0,30,639.38249
0.0,30,639.382496
0.0,30,639.382501
0.0,30,639.481132
0.0,30,639.481188
0.0,30,639.481198
0.0,30,639.481204
0.0,30,639.48121
0.0,30,639.481215
0.0,30,639.48122
0.0,30,639.481225
0.0,30,639.582417
0.0,30,639.582474
0.0,30,639.582484
0.0,30,639.582491
0.0,30,639.582497
0.0,30,639.582502
0.0,30,639.582508
0.0,30,639.582513
0.0,30,639.671072
0.0,30,639.671128
0.0,30,639.671137
0.0,30,639.671144
0.0,30,639.671149
0.0,30,639.671154
0.0,30,639.67116
0.0,30,639.671165
0.0,30,639.753995
0.0,30,639.754043
0.0,30,639.754051
0.0,30,639.754057
0.0,30,639.754063
0.0,30,639.754068
0.0,30,639.754073
0.0,30,639.754077
0.0,30,639.838339
0.0,30,639.838396
0.0,30,639.838405
0.0,30,639.838411
0.0,30,639.838417
0.0,30,639.838423
0.0,30,639.838428
0.0,30,639.838433
0.0,30,639.923027
0.0,30,639.923087
0.0,30,639.9231
0.0,30,639.923108
0.0,30,639.923116
0.0,30,639.923122
0.0,30,639.923127
0.0,30,639.923132
0.0,30,640.006482
0.0,30,640.006542
0.0,30,640.006552
0.0,30,640.006559
0.0,30,640.006564
0.0,30,640.00657
0.0,30,640.006575
0.0,30,640.00658
0.0,30,640.091916
0.0,30,640.091972
0.0,30,640.091981
0.0,30,640.091987
0.0,30,640.091993
0.0,30,640.091998
0.0,30,640.092003
0.0,30,640.092008
0.0,30,640.180101
0.0,30,640.180153
0.0,30,640.180163
0.0,30,640.180169
0.0,30,640.180179
0.0,30,640.180184
0.0,30,640.18019
0.0,30,640.180195
0.0,30,640.262162
0.0,30,640.262212
0.0,30,640.262221
0.0,30,640.262228
0.0,30,640.262234
0.0,30,640.26224
0.0,30,640.262246
0.0,30,640.262251
0.0,30,640.35488
0.0,30,640.354941
0.0,30,640.354953
0.0,30,640.354959
0.0,30,640.354965
0.0,30,640.354971
0.0,30,640.354981
0.0,30,640.354986
0.0,30,640.447067
0.0,30,640.447121
0.0,30,640.447131
0.0,30,640.447138
0.0,30,640.447144
0.0,30,640.447153
0.0,30,640.447159
0.0,30,640.447164
0.0,30,640.534816
0.0,30,640.534871
0.0,30,640.534881
0.0,30,640.534888
0.0,30,640.534893
0.0,30,640.534903
0.0,30,640.534908
0.0,30,640.534913
0.0,30,640.620688
0.0,30,640.62074
0.0,30,640.62075
0.0,30,640.620757
0.0,30,640.620763
0.0,30,640.620768
0.0,30,640.620777
0.0,30,640.620783
0.0,30,640.706782
0.0,30,640.706833
0.0,30,640.706844
0.0,30,640.706853
0.0,30,640.706861
0.0,30,640.706867
0.0,30,640.706873
0.0,30,640.706883
0.0,30,640.804787
0.0,30,640.804841
0.0,30,640.804854
0.0,30,640.804861
0.0,30,640.804872
0.0,30,640.804877
0.0,30,640.804882
0.0,30,640.804887
0.0,30,640.892657
0.0,30,640.892714
0.0,30,640.892723
0.0,30,640.89273
0.0,30,640.892735
0.0,30,640.892741
0.0,30,640.892746
0.0,30,640.892751
0.0,30,640.978999
0.0,30,640.979065
0.0,30,640.979074
0.0,30,640.97908
0.0,30,640.979086
0.0,30,640.979091
0.0,30,640.979096
0.0,30,640.979101
0.0,30,641.069739
0.0,30,641.069793
0.0,30,641.069802
0.0,30,641.069809
0.0,30,641.069814
0.0,30,641.06982
0.0,30,641.069825
0.0,30,641.06983
0.0,30,641.155863
0.0,30,641.155915
0.0,30,641.155924
0.0,30,641.155931
0.0,30,641.155941
0.0,30,641.155946
0.0,30,641.155951
0.0,30,641.155956
0.0,30,641.242796
0.0,30,641.242846
0.0,30,641.242855
0.0,30,641.242862
0.0,30,641.242867
0.0,30,641.242872
0.0,30,641.242877
0.0,30,641.242882
0.0,30,641.351615
0.0,30,641.351675
0.0,30,641.351686
0.0,30,641.351693
0.0,30,641.351699
0.0,30,641.351704
0.0,30,641.35171
0.0,30,641.351715
0.0,30,641.440983
0.0,30,641.441034
0.0,30,641.441045
0.0,30,641.441051
0.0,30,641.441058
0.0,30,641.441063
0.0,30,641.441068
0.0,30,641.441074
0.0,30,641.53969
0.0,30,641.539739
0.0,30,641.539749
0.0,30,641.539757
0.0,30,641.539765
0.0,30,641.539775
0.0,30,641.539781
0.0,30,641.539788
0.0,30,641.638693
0.0,30,641.638745
0.0,30,641.638755
0.0,30,641.638761
0.0,30,641.638767
0.0,30,641.638772
0.0,30,641.638778
0.0,30,641.638783
0.0,30,641.738991
0.0,30,641.73904
0.0,30,641.739049
0.0,30,641.739056
0.0,30,641.739062
0.0,30,641.739067
0.0,30,641.739072
0.0,30,641.739077
0.0,30,641.838367
0.0,30,641.838418
0.0,30,641.838428
0.0,30,641.838435
0.0,30,641.838441
0.0,30,641.838446
0.0,30,641.838451
0.0,30,641.838457
0.0,30,641.938111
0.0,30,641.938166
0.0,30,641.93818
0.0,30,641.938187
0.0,30,641.938197
0.0,30,641.938203
0.0,30,641.938208
0.0,30,641.938218
0.0,30,642.033696
0.0,30,642.033751
0.0,30,642.033761
0.0,30,642.033767
0.0,30,642.033773
0.0,30,642.033778
0.0,30,642.033783
0.0,30,642.033788
0.0,30,642.120521
0.0,30,642.120579
0.0,30,642.120593
0.0,30,642.120601
0.0,30,642.120608
0.0,30,642.120613
0.0,30,642.120618
0.0,30,642.120623
0.0,30,642.205195
0.0,30,642.205242
0.0,30,642.205251
0.0,30,642.205263
0.0,30,642.205269
0.0,30,642.205274
0.0,30,642.205279
0.0,30,642.205284
0.0,30,642.292262
0.0,30,642.292326
0.0,30,642.292336
0.0,30,642.292342
0.0,30,642.292348
0.0,30,642.292353
0.0,30,642.292359
0.0,30,642.292365
0.0,30,642.377303
0.0,30,642.377358
0.0,30,642.377368
0.0,30,642.377374
0.0,30,642.377383
0.0,30,642.377389
0.0,30,642.377394
0.0,30,642.377399
0.0,30,642.465454
0.0,30,642.465509
0.0,30,642.465519
0.0,30,642.465525
0.0,30,642.465531
0.0,30,642.465536
0.0,30,642.465542
0.0,30,642.465548
0.0,30,642.55138
0.0,30,642.551438
0.0,30,642.551448
0.0,30,642.551454
0.0,30,642.551459
0.0,30,642.551465
0.0,30,642.551469
0.0,30,642.551474
0.0,30,642.636881
0.0,30,642.636946
0.0,30,642.636959
0.0,30,642.636967
0.0,30,642.636975
0.0,30,642.636982
0.0,30,642.636988
0.0,30,642.636995
0.0,30,642.723883
0.0,30,642.723933
0.0,30,642.723943
0.0,30,642.723949
0.0,30,642.723955
0.0,30,642.72396
0.0,30,642.723965
0.0,30,642.72397
0.0,30,642.808523
0.0,30,642.808577
0.0,30,642.808591
0.0,30,642.808598
0.0,30,642.808603
0.0,30,642.808609
0.0,30,642.808614
0.0,30,642.808619
0.0,30,642.89657
0.0,30,642.896634
0.0,30,642.896643
0.0,30,642.896649
0.0,30,642.896655
0.0,30,642.89666
0.0,30,642.896665
0.0,30,642.89667
0.0,30,642.982269
0.0,30,642.982319
0.0,30,642.982328
0.0,30,642.982334
0.0,30,642.98234
0.0,30,642.982345
0.0,30,642.98235
0.0,30,642.982355
0.0,30,643.066271
0.0,30,643.066332
0.0,30,643.066345
0.0,30,643.066351
0.0,30,643.066357
0.0,30,643.066362
0.0,30,643.066367
0.0,30,643.066372
0.0,30,643.150886
0.0,30,643.150937
0.0,30,643.150949
0.0,30,643.150957
0.0,30,643.150964
0.0,30,643.15097
0.0,30,643.150975
0.0,30,643.15098
0.0,30,643.239393
0.0,30,643.239446
0.0,30,643.239455
0.0,30,643.239461
0.0,30,643.239467
0.0,30,643.239472
0.0,30,643.239477
0.0,30,643.239482
0.0,30,643.325107
0.0,30,643.325161
0.0,30,643.325171
0.0,30,643.325177
0.0,30,643.325182
0.0,30,643.325187
0.0,30,643.325193
0.0,30,643.325198
0.0,30,643.412871
0.0,30,643.412926
0.0,30,643.412936
0.0,30,643.412942
0.0,30,643.412948
0.0,30,643.412953
0.0,30,643.412958
0.0,30,643.412963
0.0,30,643.49771
0.0,30,643.497764
0.0,30,643.497778
0.0,30,643.497784
0.0,30,643.497789
0.0,30,643.497794
0.0,30,643.497799
0.0,30,643.497804
0.0,30,643.581727
0.0,30,643.581772
0.0,30,643.581782
0.0,30,643.581788
0.0,30,643.581793
0.0,30,643.581798
0.0,30,643.581803
0.0,30,643.581808
0.0,30,643.666976
0.0,30,643.667032
0.0,30,643.667041
0.0,30,643.667047
0.0,30,643.667053
0.0,30,643.667059
0.0,30,643.667064
0.0,30,643.667068
0.0,30,643.75444
0.0,30,643.754501
0.0,30,643.754511
0.0,30,643.754517
0.0,30,643.754523
0.0,30,643.754529
0.0,30,643.754534
0.0,30,643.754539
0.0,30,643.840571
0.0,30,643.840625
0.0,30,643.840637
0.0,30,643.840644
0.0,30,643.840649
0.0,30,643.840655
0.0,30,643.840659
0.0,30,643.840664
0.0,30,643.943724
0.0,30,643.943768
0.0,30,643.943777
0.0,30,643.943783
0.0,30,643.943789
0.0,30,643.943795
0.0,30,643.9438
0.0,30,643.943805
0.0,30,644.039535
0.0,30,644.039588
0.0,30,644.039597
0.0,30,644.039603
0.0,30,644.03961
0.0,30,644.039615
0.0,30,644.03962
0.0,30,644.039625
0.0,30,644.135284
0.0,30,644.13534
0.0,30,644.13535
0.0,30,644.135357
0.0,30,644.135363
0.0,30,644.135371
0.0,30,644.135376
0.0,30,644.135381
0.0,30,644.228614
0.0,30,644.228661
0.0,30,644.22867
0.0,30,644.228677
0.0,30,644.228682
0.0,30,644.228688
0.0,30,644.228693
0.0,30,644.228698
0.0,30,644.328444
0.0,30,644.328489
0.0,30,644.328498
0.0,30,644.328506
0.0,30,644.328515
0.0,30,644.328521
0.0,30,644.328526
0.0,30,644.328531
0.0,30,644.424693
0.0,30,644.424746
0.0,30,644.424756
0.0,30,644.424766
0.0,30,644.424772
0.0,30,644.424777
0.0,30,644.424782
0.0,30,644.424787
0.0,30,644.522161
0.0,30,644.522214
0.0,30,644.522223
0.0,30,644.52223
0.0,30,644.522236
0.0,30,644.522246
0.0,30,644.522252
0.0,30,644.522259
0.0,30,644.612083
0.0,30,644.612235
0.0,30,644.612267
0.0,30,644.612275
0.0,30,644.612281
0.0,30,644.612287
0.0,30,644.612292
0.0,30,644.612298
0.0,30,644.705387
0.0,30,644.705441
0.0,30,644.705453
0.0,30,644.70546
0.0,30,644.705467
0.0,30,644.705472
0.0,30,644.705478
0.0,30,644.705483
0.0,30,644.791436
0.0,30,644.791505
0.0,30,644.791523
0.0,30,644.791531
0.0,30,644.791537
0.0,30,644.791543
0.0,30,644.791548
0.0,30,644.791554
0.0,30,644.87521
0.0,30,644.875273
0.0,30,644.875285
0.0,30,644.875291
0.0,30,644.875297
0.0,30,644.875302
0.0,30,644.875308
0.0,30,644.875313
0.0,30,644.963821
0.0,30,644.963873
0.0,30,644.963883
0.0,30,644.963889
0.0,30,644.963895
0.0,30,644.9639
0.0,30,644.963905
0.0,30,644.96391
0.0,30,645.046982
0.0,30,645.047032
0.0,30,645.047041
0.0,30,645.047047
0.0,30,645.047053
0.0,30,645.047058
0.0,30,645.047064
0.0,30,645.047069
0.0,30,645.134325
0.0,30,645.134384
0.0,30,645.134394
0.0,30,645.134401
0.0,30,645.134407
0.0,30,645.134412
0.0,30,645.134421
0.0,30,645.134426
0.0,30,645.22362
0.0,30,645.223674
0.0,30,645.223687
0.0,30,645.223694
0.0,30,645.223699
0.0,30,645.223704
0.0,30,645.22371
0.0,30,645.223715
0.0,30,645.311128
0.0,30,645.311182
0.0,30,645.311192
0.0,30,645.311198
0.0,30,645.311204
0.0,30,645.311209
0.0,30,645.311214
0.0,30,645.311222
0.0,30,645.403101
0.0,30,645.403158
0.0,30,645.403169
0.0,30,645.403176
0.0,30,645.403182
0.0,30,645.403187
0.0,30,645.403192
0.0,30,645.403197
0.0,30,645.488736
0.0,30,645.488797
0.0,30,645.488807
0.0,30,645.488817
0.0,30,645.488823
0.0,30,645.488828
0.0,30,645.488833
0.0,30,645.488838
0.0,30,645.576576
0.0,30,645.576632
0.0,30,645.576645
0.0,30,645.576652
0.0,30,645.576658
0.0,30,645.576663
0.0,30,645.576668
0.0,30,645.576673
0.0,30,645.66292
0.0,30,645.662969
0.0,30,645.662979
0.0,30,645.662985
0.0,30,645.662991
0.0,30,645.662997
0.0,30,645.663003
0.0,30,645.663009
0.0,30,645.751206
0.0,30,645.751269
0.0,30,645.751283
0.0,30,645.751292
0.0,30,645.751299
0.0,30,645.751305
0.0,30,645.75131
0.0,30,645.75132
0.0,30,645.839565
0.0,30,645.83963
0.0,30,645.839647
0.0,30,645.839654
0.0,30,645.839659
0.0,30,645.839665
0.0,30,645.83967
0.0,30,645.839674
0.0,30,645.926462
0.0,30,645.926534
0.0,30,645.92655
0.0,30,645.92656
0.0,30,645.926566
0.0,30,645.926572
0.0,30,645.926577
0.0,30,645.926582
0.0,30,646.011641
0.0,30,646.011694
0.0,30,646.011703
0.0,30,646.011709
0.0,30,646.011715
0.0,30,646.01172
0.0,30,646.011726
0.0,30,646.01173
0.0,30,646.09699
0.0,30,646.097044
0.0,30,646.097054
0.0,30,646.097059
0.0,30,646.097065
0.0,30,646.09707
0.0,30,646.097075
0.0,30,646.09708
0.0,30,646.183234
0.0,30,646.183326
0.0,30,646.183359
0.0,30,646.18337
0.0,30,646.183376
0.0,30,646.183382
0.0,30,646.183387
0.0,30,646.183393
0.0,30,646.269607
0.0,30,646.269659
0.0,30,646.269668
0.0,30,646.269674
0.0,30,646.26968
0.0,30,646.269685
0.0,30,646.26969
0.0,30,646.269695
0.0,30,646.363939
0.0,30,646.364012
0.0,30,646.364038
0.0,30,646.364048
0.0,30,646.364056
0.0,30,646.364066
0.0,30,646.364072
0.0,30,646.364077
0.0,30,646.46544
0.0,30,646.465513
0.0,30,646.465528
0.0,30,646.465535
0.0,30,646.465542
0.0,30,646.465547
0.0,30,646.465552
0.0,30,646.465559
0.0,30,646.563742
0.0,30,646.563786
0.0,30,646.563797
0.0,30,646.563803
0.0,30,646.563809
0.0,30,646.563815
0.0,30,646.56382
0.0,30,646.563825
0.0,30,646.661356
0.0,30,646.661411
0.0,30,646.66142
0.0,30,646.661427
0.0,30,646.661433
0.0,30,646.661438
0.0,30,646.661443
0.0,30,646.661448
0.0,30,646.759222
0.0,30,646.759281
0.0,30,646.759294
0.0,30,646.7593
0.0,30,646.759306
0.0,30,646.759312
0.0,30,646.759317
0.0,30,646.759322
0.0,30,646.856977
0.0,30,646.857038
0.0,30,646.857048
0.0,30,646.857066
0.0,30,646.857072
0.0,30,646.857078
0.0,30,646.857089
0.0,30,646.857094
0.0,30,646.942535
0.0,30,646.942594
0.0,30,646.942604
0.0,30,646.94261
0.0,30,646.942616
0.0,30,646.942622
0.0,30,646.942627
0.0,30,646.942632
0.0,30,647.028463
0.0,30,647.028519
0.0,30,647.028532
0.0,30,647.028539
0.0,30,647.028545
0.0,30,647.02855
0.0,30,647.028555
0.0,30,647.02856
0.0,30,647.115192
0.0,30,647.115242
0.0,30,647.115252
0.0,30,647.115258
0.0,30,647.115264
0.0,30,647.115269
0.0,30,647.115275
0.0,30,647.11528
0.0,30,647.205859
0.0,30,647.205914
0.0,30,647.205924
0.0,30,647.20593
0.0,30,647.20594
0.0,30,647.205945
0.0,30,647.20595
0.0,30,647.205955
0.0,30,647.300681
0.0,30,647.300736
0.0,30,647.300747
0.0,30,647.300754
0.0,30,647.30076
0.0,30,647.300765
0.0,30,647.300771
0.0,30,647.300777
0.0,30,647.394216
0.0,30,647.394274
0.0,30,647.394285
0.0,30,647.394297
0.0,30,647.394305
0.0,30,647.394314
0.0,30,647.394319
0.0,30,647.394324
0.0,30,647.486034
0.0,30,647.486105
0.0,30,647.486117
0.0,30,647.486129
0.0,30,647.486135
0.0,30,647.486141
0.0,30,647.486146
0.0,30,647.486153
0.0,30,647.576553
0.0,30,647.576617
0.0,30,647.576627
0.0,30,647.576634
0.0,30,647.576639
0.0,30,647.576645
0.0,30,647.57665
0.0,30,647.576655
0.0,30,647.669739
0.0,30,647.6698
0.0,30,647.669814
0.0,30,647.669821
0.0,30,647.669827
0.0,30,647.669833
0.0,30,647.669838
0.0,30,647.669842
0.0,30,647.762405
0.0,30,647.762476
0.0,30,647.762487
0.0,30,647.762495
0.0,30,647.762502
0.0,30,647.762508
0.0,30,647.762513
0.0,30,647.762518
0.0,30,647.856515
0.0,30,647.856568
0.0,30,647.856579
0.0,30,647.856586
0.0,30,647.856592
0.0,30,647.856597
0.0,30,647.856603
0.0,30,647.856608
0.0,30,647.946293
0.0,30,647.946351
0.0,30,647.946365
0.0,30,647.946371
0.0,30,647.946377
0.0,30,647.946382
0.0,30,647.946388
0.0,30,647.946393
0.0,30,648.040496
0.0,30,648.040554
0.0,30,648.040565
0.0,30,648.040571
0.0,30,648.040582
0.0,30,648.040588
0.0,30,648.040593
0.0,30,648.040598
0.0,30,648.136615
0.0,30,648.136684
0.0,30,648.136694
0.0,30,648.136701
0.0,30,648.136707
0.0,30,648.136712
0.0,30,648.136717
0.0,30,648.136722
0.0,30,648.229645
0.0,30,648.229702
0.0,30,648.229712
0.0,30,648.229718
0.0,30,648.229725
0.0,30,648.22973
0.0,30,648.229736
0.0,30,648.229741
0.0,30,648.320152
0.0,30,648.320212
0.0,30,648.320225
0.0,30,648.320232
0.0,30,648.320238
0.0,30,648.320245
0.0,30,648.32025
0.0,30,648.320256
0.0,30,648.412913
0.0,30,648.412971
0.0,30,648.412981
0.0,30,648.412987
0.0,30,648.412993
0.0,30,648.412998
0.0,30,648.413004
0.0,30,648.413009
0.0,30,648.504624
0.0,30,648.504692
0.0,30,648.504702
0.0,30,648.504713
0.0,30,648.504718
0.0,30,648.504723
0.0,30,648.504728
0.0,30,648.504733
0.0,30,648.596822
0.0,30,648.596878
0.0,30,648.596888
0.0,30,648.596895
0.0,30,648.5969
0.0,30,648.596906
0.0,30,648.596911
0.0,30,648.596915
0.0,30,648.688252
0.0,30,648.688321
0.0,30,648.688334
0.0,30,648.68834
0.0,30,648.688347
0.0,30,648.688352
0.0,30,648.688357
0.0,30,648.688362
0.0,30,648.785392
0.0,30,648.785451
0.0,30,648.785463
0.0,30,648.78547
0.0,30,648.785476
0.0,30,648.785482
0.0,30,648.785488
0.0,30,648.785493
0.0,30,648.888253
0.0,30,648.888315
0.0,30,648.888328
0.0,30,648.888336
0.0,30,648.888342
0.0,30,648.888348
0.0,30,648.888353
0.0,30,648.888358
0.0,30,648.991093
0.0,30,648.991159
0.0,30,648.991169
0.0,30,648.991176
0.0,30,648.991188
0.0,30,648.991193
0.0,30,648.991199
0.0,30,648.991204
0.0,30,649.09423
0.0,30,649.09428
0.0,30,649.09429
0.0,30,649.094296
0.0,30,649.094302
0.0,30,649.094307
0.0,30,649.094313
0.0,30,649.094318
0.0,30,649.199969
0.0,30,649.200028
0.0,30,649.200038
0.0,30,649.200048
0.0,30,649.200053
0.0,30,649.200059
0.0,30,649.200067
0.0,30,649.200072
0.0,30,649.300845
0.0,30,649.300899
0.0,30,649.300914
0.0,30,649.300922
0.0,30,649.300929
0.0,30,649.300935
0.0,30,649.30094
0.0,30,649.300945
0.0,30,649.39288
0.0,30,649.392937
0.0,30,649.392947
0.0,30,649.392954
0.0,30,649.39296
0.0,30,649.392969
0.0,30,649.392974
0.0,30,649.392979
0.0,30,649.485571
0.0,30,649.485645
0.0,30,649.485655
0.0,30,649.485662
0.0,30,649.485672
0.0,30,649.485678
0.0,30,649.485684
0.0,30,649.485689
0.0,30,649.581732
0.0,30,649.581787
0.0,30,649.581797
0.0,30,649.581804
0.0,30,649.58181
0.0,30,649.581816
0.0,30,649.581822
0.0,30,649.581828
0.0,30,673.567928
-200.0,30,673.568715
0.0,30,673.568753
0.0,30,673.568761
0.0,30,673.568767
0.0,30,673.568773
0.0,30,673.568778
0.0,30,673.568783
0.0,30,673.736429
0.0,30,673.736487
0.0,30,673.736499
0.0,30,673.736505
0.0,30,673.736511
0.0,30,673.736516
0.0,30,673.736521
10.0,30,673.736526
0.0,30,673.891583
0.0,30,673.891633
0.0,30,673.891643
0.0,30,673.891649
-200.0,30,673.891654
0.0,30,673.89166
0.0,30,673.891665
0.0,30,673.89167
0.0,30,674.047352
0.0,30,674.047407
0.0,30,674.047416
0.0,30,674.047422
0.0,30,674.047428
0.0,30,674.047433
110.0,30,674.047438
0.0,30,674.047444
0.0,30,674.194907
0.0,30,674.194958
10.0,30,674.194968
0.0,30,674.194975
0.0,30,674.194983
10.0,30,674.194989
-190.0,30,674.194994
110.0,30,674.194999
110.0,30,674.341534
-190.0,30,674.341586
0.0,30,674.341599
0.0,30,674.341605
0.0,30,674.341611
-100.0,30,674.341619
0.0,30,674.341625
10.0,30,674.341629
