#{"t_start": 1716476490.580547, "env_id": "None"}
r,l,t
0.0,30,1840.400622
0.0,30,1840.400629
0.0,30,1840.400636
0.0,30,1840.400642
-100.0,30,1840.400648
0.0,30,1840.606955
0.0,30,1840.607022
0.0,30,1840.607036
0.0,30,1840.607044
0.0,30,1840.607051
0.0,30,1840.607057
0.0,30,1840.607063
0.0,30,1840.607076
0.0,30,1840.800313
0.0,30,1840.800363
0.0,30,1840.800373
0.0,30,1840.80038
0.0,30,1840.800386
0.0,30,1840.800392
0.0,30,1840.800397
0.0,30,1840.800403
0.0,30,1840.984747
0.0,30,1840.984799
0.0,30,1840.984815
0.0,30,1840.984825
0.0,30,1840.984831
0.0,30,1840.984837
0.0,30,1840.984842
0.0,30,1840.984847
0.0,30,1841.157337
0.0,30,1841.157379
0.0,30,1841.157388
0.0,30,1841.157395
0.0,30,1841.157401
0.0,30,1841.157406
0.0,30,1841.157412
0.0,30,1841.157417
0.0,30,1841.343259
0.0,30,1841.343322
0.0,30,1841.343333
0.0,30,1841.34334
0.0,30,1841.343346
0.0,30,1841.343363
0.0,30,1841.343369
0.0,30,1841.343375
0.0,30,1841.509934
0.0,30,1841.509988
0.0,30,1841.509998
0.0,30,1841.510004
0.0,30,1841.51001
0.0,30,1841.510016
0.0,30,1841.510021
0.0,30,1841.510026
0.0,30,1841.683696
0.0,30,1841.683758
0.0,30,1841.683772
0.0,30,1841.683787
0.0,30,1841.683795
0.0,30,1841.68381
0.0,30,1841.683817
0.0,30,1841.683823
0.0,30,1841.8523
0.0,30,1841.852354
0.0,30,1841.852364
0.0,30,1841.852371
0.0,30,1841.852376
0.0,30,1841.852381
0.0,30,1841.852387
0.0,30,1841.852392
0.0,30,1842.024087
0.0,30,1842.024137
0.0,30,1842.024147
0.0,30,1842.024154
10.0,30,1842.024178
0.0,30,1842.02419
0.0,30,1842.024198
0.0,30,1842.024213
0.0,30,1842.195297
0.0,30,1842.195348
0.0,30,1842.195358
0.0,30,1842.195364
0.0,30,1842.195369
0.0,30,1842.195375
0.0,30,1842.19538
0.0,30,1842.195385
0.0,30,1842.375819
0.0,30,1842.375863
0.0,30,1842.375873
0.0,30,1842.375879
0.0,30,1842.375885
0.0,30,1842.37589
0.0,30,1842.375895
0.0,30,1842.3759
0.0,30,1842.545638
0.0,30,1842.545686
0.0,30,1842.545697
0.0,30,1842.545704
0.0,30,1842.545709
0.0,30,1842.545723
0.0,30,1842.545729
0.0,30,1842.545735
0.0,30,1842.719151
0.0,30,1842.71921
0.0,30,1842.719222
0.0,30,1842.719239
0.0,30,1842.719246
0.0,30,1842.719252
0.0,30,1842.719257
0.0,30,1842.719262
0.0,30,1842.882819
0.0,30,1842.882872
0.0,30,1842.882887
0.0,30,1842.882894
0.0,30,1842.8829
0.0,30,1842.882905
0.0,30,1842.88291
0.0,30,1842.882915
0.0,30,1843.038458
10.0,30,1843.03851
0.0,30,1843.038521
0.0,30,1843.038528
0.0,30,1843.038533
0.0,30,1843.038539
0.0,30,1843.038544
0.0,30,1843.038549
0.0,30,1843.216109
0.0,30,1843.216174
0.0,30,1843.216186
0.0,30,1843.216193
0.0,30,1843.216199
0.0,30,1843.216204
0.0,30,1843.21621
0.0,30,1843.216215
0.0,30,1843.379882
0.0,30,1843.379935
0.0,30,1843.379945
0.0,30,1843.379952
0.0,30,1843.379958
0.0,30,1843.379964
0.0,30,1843.37997
0.0,30,1843.379976
0.0,30,1843.572573
0.0,30,1843.572626
0.0,30,1843.572635
0.0,30,1843.572642
0.0,30,1843.572648
0.0,30,1843.572653
0.0,30,1843.572659
0.0,30,1843.572663
0.0,30,1843.739265
0.0,30,1843.739313
0.0,30,1843.739323
0.0,30,1843.739329
0.0,30,1843.739335
0.0,30,1843.73934
110.0,30,1843.739346
0.0,30,1843.739352
0.0,30,1843.90122
0.0,30,1843.90128
0.0,30,1843.90129
0.0,30,1843.901297
0.0,30,1843.901303
0.0,30,1843.901309
0.0,30,1843.901314
0.0,30,1843.901319
0.0,30,1844.07207
0.0,30,1844.072118
0.0,30,1844.072128
0.0,30,1844.072134
0.0,30,1844.07214
0.0,30,1844.072145
0.0,30,1844.07215
0.0,30,1844.072155
0.0,30,1844.226447
0.0,30,1844.2265
0.0,30,1844.226509
0.0,30,1844.226516
0.0,30,1844.226521
0.0,30,1844.226527
0.0,30,1844.226532
0.0,30,1844.226537
0.0,30,1844.385304
0.0,30,1844.385363
110.0,30,1844.385375
0.0,30,1844.385383
0.0,30,1844.385389
0.0,30,1844.385395
0.0,30,1844.385401
0.0,30,1844.385406
0.0,30,1844.557029
0.0,30,1844.557077
0.0,30,1844.557087
0.0,30,1844.557093
0.0,30,1844.557098
0.0,30,1844.557104
0.0,30,1844.557109
0.0,30,1844.557114
0.0,30,1844.739038
0.0,30,1844.739094
0.0,30,1844.739104
0.0,30,1844.739111
0.0,30,1844.73912
0.0,30,1844.739127
0.0,30,1844.739132
0.0,30,1844.739137
0.0,30,1844.912008
0.0,30,1844.912071
0.0,30,1844.912085
0.0,30,1844.912092
0.0,30,1844.912098
0.0,30,1844.912103
0.0,30,1844.912109
0.0,30,1844.912114
0.0,30,1845.072437
0.0,30,1845.072496
0.0,30,1845.072507
0.0,30,1845.072514
0.0,30,1845.072519
0.0,30,1845.072525
0.0,30,1845.07253
0.0,30,1845.072536
0.0,30,1845.232671
0.0,30,1845.232725
0.0,30,1845.23274
0.0,30,1845.232747
0.0,30,1845.232753
0.0,30,1845.232759
0.0,30,1845.232764
10.0,30,1845.23277
0.0,30,1845.40558
0.0,30,1845.405645
0.0,30,1845.405656
0.0,30,1845.405662
0.0,30,1845.405668
0.0,30,1845.405674
0.0,30,1845.405679
0.0,30,1845.405684
0.0,30,1845.577331
0.0,30,1845.577386
20.0,30,1845.577396
0.0,30,1845.577403
0.0,30,1845.577409
0.0,30,1845.577414
0.0,30,1845.577419
0.0,30,1845.577424
0.0,30,1845.751696
0.0,30,1845.751753
0.0,30,1845.751765
0.0,30,1845.751772
0.0,30,1845.751778
0.0,30,1845.751783
0.0,30,1845.751788
0.0,30,1845.751794
0.0,30,1845.924606
0.0,30,1845.924657
0.0,30,1845.924667
0.0,30,1845.924674
0.0,30,1845.924681
0.0,30,1845.924687
0.0,30,1845.924692
0.0,30,1845.924697
0.0,30,1846.113411
0.0,30,1846.11378
0.0,30,1846.113794
0.0,30,1846.113801
0.0,30,1846.113806
0.0,30,1846.113812
0.0,30,1846.113817
0.0,30,1846.113822
0.0,30,1846.295425
0.0,30,1846.29548
0.0,30,1846.29549
0.0,30,1846.295497
0.0,30,1846.295503
0.0,30,1846.295508
0.0,30,1846.295513
0.0,30,1846.295518
0.0,30,1846.485404
0.0,30,1846.485459
0.0,30,1846.48547
0.0,30,1846.485477
0.0,30,1846.485483
0.0,30,1846.485488
0.0,30,1846.485493
0.0,30,1846.485498
0.0,30,1846.670469
0.0,30,1846.670531
0.0,30,1846.670542
0.0,30,1846.670549
0.0,30,1846.670555
0.0,30,1846.670561
0.0,30,1846.670566
0.0,30,1846.670572
0.0,30,1846.846899
0.0,30,1846.846945
0.0,30,1846.846956
0.0,30,1846.846963
0.0,30,1846.846968
0.0,30,1846.846974
0.0,30,1846.84698
0.0,30,1846.846986
0.0,30,1847.019665
0.0,30,1847.019714
0.0,30,1847.019724
0.0,30,1847.01973
0.0,30,1847.019736
0.0,30,1847.019742
0.0,30,1847.019747
0.0,30,1847.019753
0.0,30,1847.194395
110.0,30,1847.194473
0.0,30,1847.194484
0.0,30,1847.194495
0.0,30,1847.1945
0.0,30,1847.194506
0.0,30,1847.194511
0.0,30,1847.194516
0.0,30,1847.360069
0.0,30,1847.360123
0.0,30,1847.360133
0.0,30,1847.36014
0.0,30,1847.360146
0.0,30,1847.360152
0.0,30,1847.360157
0.0,30,1847.360162
0.0,30,1847.530952
0.0,30,1847.531012
0.0,30,1847.531024
0.0,30,1847.531031
0.0,30,1847.531037
0.0,30,1847.531042
0.0,30,1847.531048
0.0,30,1847.531053
0.0,30,1847.695267
0.0,30,1847.695321
0.0,30,1847.695331
0.0,30,1847.695338
0.0,30,1847.695344
0.0,30,1847.695349
0.0,30,1847.695354
0.0,30,1847.695359
0.0,30,1847.855716
0.0,30,1847.855773
0.0,30,1847.855787
0.0,30,1847.855795
0.0,30,1847.855802
0.0,30,1847.85581
0.0,30,1847.855817
0.0,30,1847.855823
0.0,30,1848.022506
0.0,30,1848.022563
0.0,30,1848.022576
0.0,30,1848.022582
0.0,30,1848.022588
0.0,30,1848.022594
0.0,30,1848.022599
0.0,30,1848.022604
0.0,30,1848.182909
0.0,30,1848.182971
0.0,30,1848.182982
0.0,30,1848.182989
0.0,30,1848.182994
0.0,30,1848.183
0.0,30,1848.183005
0.0,30,1848.18301
0.0,30,1848.34615
0.0,30,1848.346209
0.0,30,1848.346219
0.0,30,1848.346226
0.0,30,1848.346232
0.0,30,1848.346237
0.0,30,1848.346242
0.0,30,1848.346247
0.0,30,1848.517458
0.0,30,1848.517513
0.0,30,1848.517524
0.0,30,1848.517531
0.0,30,1848.517537
0.0,30,1848.517542
0.0,30,1848.517548
0.0,30,1848.517554
0.0,30,1848.681379
0.0,30,1848.681431
0.0,30,1848.681445
0.0,30,1848.681451
0.0,30,1848.681458
0.0,30,1848.681463
-190.0,30,1848.681469
0.0,30,1848.681474
0.0,30,1848.885299
0.0,30,1848.885358
0.0,30,1848.885368
0.0,30,1848.885375
0.0,30,1848.885385
0.0,30,1848.885391
0.0,30,1848.885396
0.0,30,1848.885401
0.0,30,1849.056745
0.0,30,1849.056806
0.0,30,1849.056817
0.0,30,1849.056823
0.0,30,1849.056829
0.0,30,1849.056834
0.0,30,1849.05684
0.0,30,1849.056845
0.0,30,1849.225606
0.0,30,1849.225658
0.0,30,1849.225668
0.0,30,1849.225675
0.0,30,1849.225681
0.0,30,1849.225687
0.0,30,1849.225692
0.0,30,1849.225698
0.0,30,1849.391255
0.0,30,1849.391312
0.0,30,1849.391323
0.0,30,1849.391329
0.0,30,1849.391335
0.0,30,1849.391341
0.0,30,1849.391346
0.0,30,1849.391351
0.0,30,1849.570285
0.0,30,1849.57034
0.0,30,1849.570351
0.0,30,1849.570363
0.0,30,1849.570368
0.0,30,1849.570374
0.0,30,1849.57038
0.0,30,1849.57039
0.0,30,1849.734734
0.0,30,1849.734791
0.0,30,1849.734806
0.0,30,1849.734812
0.0,30,1849.734818
0.0,30,1849.734823
0.0,30,1849.734832
0.0,30,1849.734837
0.0,30,1849.902633
0.0,30,1849.902689
0.0,30,1849.902702
0.0,30,1849.902711
0.0,30,1849.902718
0.0,30,1849.902724
0.0,30,1849.902729
0.0,30,1849.902735
0.0,30,1850.067119
0.0,30,1850.06717
0.0,30,1850.067182
0.0,30,1850.067189
0.0,30,1850.067195
0.0,30,1850.067201
0.0,30,1850.067207
0.0,30,1850.067212
110.0,30,1850.251634
0.0,30,1850.251776
0.0,30,1850.251823
0.0,30,1850.251847
0.0,30,1850.251866
0.0,30,1850.251886
0.0,30,1850.251905
0.0,30,1850.251923
0.0,30,1850.548845
0.0,30,1850.548895
0.0,30,1850.548907
0.0,30,1850.548914
0.0,30,1850.548921
0.0,30,1850.548927
0.0,30,1850.548933
0.0,30,1850.548939
0.0,30,1850.721891
0.0,30,1850.721943
0.0,30,1850.721955
0.0,30,1850.721963
0.0,30,1850.721969
0.0,30,1850.721974
0.0,30,1850.72198
0.0,30,1850.721987
0.0,30,1850.905291
0.0,30,1850.905343
0.0,30,1850.905353
0.0,30,1850.905359
0.0,30,1850.905365
0.0,30,1850.905374
0.0,30,1850.905379
0.0,30,1850.905383
0.0,30,1851.086118
0.0,30,1851.086185
0.0,30,1851.086196
0.0,30,1851.086203
0.0,30,1851.086209
0.0,30,1851.086215
0.0,30,1851.086223
0.0,30,1851.086228
0.0,30,1851.274954
0.0,30,1851.275003
0.0,30,1851.275014
0.0,30,1851.27502
0.0,30,1851.275026
0.0,30,1851.275032
0.0,30,1851.275037
0.0,30,1851.275042
0.0,30,1851.453061
0.0,30,1851.453116
0.0,30,1851.453125
0.0,30,1851.453132
0.0,30,1851.453138
0.0,30,1851.453143
0.0,30,1851.453148
0.0,30,1851.453153
0.0,30,1851.646131
0.0,30,1851.646181
0.0,30,1851.646191
0.0,30,1851.646199
0.0,30,1851.646204
0.0,30,1851.64621
0.0,30,1851.646216
0.0,30,1851.646222
0.0,30,1851.826388
0.0,30,1851.826442
0.0,30,1851.826455
0.0,30,1851.826461
0.0,30,1851.826467
0.0,30,1851.826473
0.0,30,1851.826478
0.0,30,1851.826483
0.0,30,1852.0133
0.0,30,1852.013354
0.0,30,1852.013365
0.0,30,1852.013372
0.0,30,1852.013377
0.0,30,1852.013383
0.0,30,1852.013388
0.0,30,1852.013393
0.0,30,1852.187961
0.0,30,1852.188021
0.0,30,1852.188035
0.0,30,1852.188044
0.0,30,1852.188052
0.0,30,1852.188061
0.0,30,1852.188066
0.0,30,1852.188071
0.0,30,1852.656366
0.0,30,1852.656426
0.0,30,1852.656437
0.0,30,1852.656443
0.0,30,1852.656449
0.0,30,1852.656455
0.0,30,1852.656462
0.0,30,1852.656468
0.0,30,1852.749674
0.0,30,1852.749723
0.0,30,1852.749732
0.0,30,1852.749738
0.0,30,1852.749744
0.0,30,1852.749749
0.0,30,1852.749755
0.0,30,1852.74976
0.0,30,1852.845793
0.0,30,1852.845849
0.0,30,1852.84586
0.0,30,1852.845867
0.0,30,1852.845872
0.0,30,1852.845878
0.0,30,1852.845883
0.0,30,1852.845888
0.0,30,1852.939427
0.0,30,1852.939476
0.0,30,1852.939486
0.0,30,1852.939493
0.0,30,1852.939499
0.0,30,1852.939504
0.0,30,1852.939509
0.0,30,1852.939515
0.0,30,1853.028647
0.0,30,1853.028698
0.0,30,1853.028707
0.0,30,1853.028714
0.0,30,1853.028719
0.0,30,1853.028725
0.0,30,1853.028729
0.0,30,1853.028734
0.0,30,1853.120714
0.0,30,1853.120772
0.0,30,1853.120781
0.0,30,1853.120787
0.0,30,1853.120793
0.0,30,1853.120798
0.0,30,1853.120803
0.0,30,1853.120808
0.0,30,1853.206569
0.0,30,1853.206628
0.0,30,1853.206642
0.0,30,1853.206649
0.0,30,1853.206655
0.0,30,1853.20666
0.0,30,1853.206666
0.0,30,1853.206671
0.0,30,1853.313202
0.0,30,1853.313312
0.0,30,1853.313371
0.0,30,1853.313399
0.0,30,1853.313409
0.0,30,1853.313416
0.0,30,1853.313423
0.0,30,1853.313436
0.0,30,1853.440424
0.0,30,1853.440624
0.0,30,1853.440638
0.0,30,1853.440646
0.0,30,1853.440652
0.0,30,1853.44066
0.0,30,1853.440666
0.0,30,1853.440671
0.0,30,1853.537052
0.0,30,1853.537109
0.0,30,1853.537124
0.0,30,1853.537131
0.0,30,1853.537137
0.0,30,1853.537142
0.0,30,1853.537148
0.0,30,1853.537153
0.0,30,1853.641392
0.0,30,1853.641457
0.0,30,1853.641467
0.0,30,1853.641474
0.0,30,1853.64148
0.0,30,1853.641486
0.0,30,1853.641491
0.0,30,1853.641496
0.0,30,1853.74736
0.0,30,1853.74741
0.0,30,1853.74742
0.0,30,1853.74743
0.0,30,1853.747436
0.0,30,1853.747441
0.0,30,1853.747447
0.0,30,1853.747452
0.0,30,1853.852071
0.0,30,1853.85213
0.0,30,1853.85214
0.0,30,1853.852148
0.0,30,1853.852157
0.0,30,1853.852163
0.0,30,1853.852169
0.0,30,1853.852175
0.0,30,1853.945314
0.0,30,1853.945365
0.0,30,1853.945375
0.0,30,1853.945382
0.0,30,1853.945387
0.0,30,1853.945393
0.0,30,1853.945398
0.0,30,1853.945403
0.0,30,1854.03869
0.0,30,1854.038756
0.0,30,1854.038766
0.0,30,1854.038772
0.0,30,1854.038778
0.0,30,1854.038784
0.0,30,1854.038789
0.0,30,1854.038793
0.0,30,1854.142673
0.0,30,1854.142734
0.0,30,1854.142747
0.0,30,1854.142754
0.0,30,1854.14276
0.0,30,1854.142766
0.0,30,1854.142771
0.0,30,1854.142776
0.0,30,1854.246506
0.0,30,1854.24656
0.0,30,1854.24657
0.0,30,1854.246577
0.0,30,1854.246583
0.0,30,1854.246589
0.0,30,1854.246594
0.0,30,1854.246599
0.0,30,1854.358414
0.0,30,1854.35847
0.0,30,1854.358481
0.0,30,1854.358488
0.0,30,1854.358494
0.0,30,1854.3585
0.0,30,1854.358505
0.0,30,1854.35851
0.0,30,1854.471099
0.0,30,1854.47116
0.0,30,1854.47117
0.0,30,1854.471178
0.0,30,1854.471184
0.0,30,1854.47119
0.0,30,1854.471196
0.0,30,1854.471201
0.0,30,1854.576658
0.0,30,1854.576709
0.0,30,1854.576725
0.0,30,1854.576733
0.0,30,1854.576739
0.0,30,1854.576744
0.0,30,1854.576749
0.0,30,1854.576755
0.0,30,1854.680189
0.0,30,1854.680243
0.0,30,1854.680253
0.0,30,1854.68026
0.0,30,1854.680266
0.0,30,1854.680272
0.0,30,1854.680277
0.0,30,1854.680282
0.0,30,1854.778187
0.0,30,1854.778242
0.0,30,1854.778253
0.0,30,1854.778261
0.0,30,1854.778267
0.0,30,1854.778274
0.0,30,1854.77828
0.0,30,1854.778286
0.0,30,1854.870782
0.0,30,1854.870844
0.0,30,1854.870856
0.0,30,1854.870863
0.0,30,1854.870869
0.0,30,1854.870874
0.0,30,1854.870879
0.0,30,1854.870884
0.0,30,1854.96279
0.0,30,1854.962843
0.0,30,1854.962853
0.0,30,1854.962859
0.0,30,1854.962865
0.0,30,1854.96287
0.0,30,1854.962875
0.0,30,1854.962882
0.0,30,1855.057007
0.0,30,1855.057064
0.0,30,1855.057074
0.0,30,1855.05708
0.0,30,1855.057086
0.0,30,1855.057092
0.0,30,1855.057098
0.0,30,1855.057103
0.0,30,1855.150148
0.0,30,1855.15021
0.0,30,1855.15022
0.0,30,1855.150227
0.0,30,1855.150233
0.0,30,1855.150238
0.0,30,1855.150243
0.0,30,1855.150248
0.0,30,1855.242868
0.0,30,1855.242927
0.0,30,1855.242937
0.0,30,1855.242943
0.0,30,1855.242949
0.0,30,1855.242958
0.0,30,1855.242963
0.0,30,1855.242968
0.0,30,1855.335623
0.0,30,1855.335685
0.0,30,1855.335698
0.0,30,1855.335705
0.0,30,1855.335712
0.0,30,1855.335723
0.0,30,1855.335729
0.0,30,1855.335735
0.0,30,1855.44793
0.0,30,1855.447987
0.0,30,1855.447997
0.0,30,1855.448004
0.0,30,1855.44801
0.0,30,1855.448016
0.0,30,1855.448021
0.0,30,1855.448026
0.0,30,1855.548499
0.0,30,1855.548553
0.0,30,1855.548563
0.0,30,1855.548569
0.0,30,1855.548575
0.0,30,1855.548581
0.0,30,1855.548586
0.0,30,1855.548591
0.0,30,1855.645364
0.0,30,1855.645427
0.0,30,1855.645436
0.0,30,1855.645443
0.0,30,1855.645449
0.0,30,1855.645455
0.0,30,1855.645463
0.0,30,1855.645468
0.0,30,1855.739027
0.0,30,1855.739098
0.0,30,1855.739112
0.0,30,1855.739118
0.0,30,1855.739124
0.0,30,1855.739129
0.0,30,1855.739134
0.0,30,1855.739139
0.0,30,1855.830569
0.0,30,1855.830627
0.0,30,1855.830637
0.0,30,1855.830643
0.0,30,1855.830652
0.0,30,1855.830658
0.0,30,1855.830663
0.0,30,1855.830668
0.0,30,1855.923514
0.0,30,1855.92357
0.0,30,1855.923582
0.0,30,1855.923589
0.0,30,1855.923595
0.0,30,1855.923601
0.0,30,1855.923606
0.0,30,1855.923612
0.0,30,1856.01362
0.0,30,1856.013674
0.0,30,1856.013684
0.0,30,1856.01369
0.0,30,1856.013696
0.0,30,1856.013701
0.0,30,1856.013706
0.0,30,1856.013711
0.0,30,1856.105701
0.0,30,1856.105763
0.0,30,1856.105773
0.0,30,1856.105779
0.0,30,1856.105786
0.0,30,1856.105793
0.0,30,1856.105804
0.0,30,1856.105809
0.0,30,1856.202442
0.0,30,1856.202505
0.0,30,1856.202515
0.0,30,1856.202521
0.0,30,1856.202527
0.0,30,1856.202532
0.0,30,1856.202537
0.0,30,1856.202542
0.0,30,1856.29431
0.0,30,1856.294369
0.0,30,1856.294379
0.0,30,1856.294386
0.0,30,1856.294392
0.0,30,1856.294397
0.0,30,1856.294402
0.0,30,1856.294407
0.0,30,1856.383912
0.0,30,1856.383976
0.0,30,1856.383987
0.0,30,1856.383993
0.0,30,1856.383999
0.0,30,1856.384004
0.0,30,1856.38401
0.0,30,1856.384022
0.0,30,1856.477466
0.0,30,1856.477524
0.0,30,1856.477535
0.0,30,1856.477541
0.0,30,1856.477547
0.0,30,1856.477552
0.0,30,1856.477557
0.0,30,1856.477562
0.0,30,1856.569912
0.0,30,1856.569973
0.0,30,1856.569985
0.0,30,1856.569992
0.0,30,1856.569998
0.0,30,1856.570004
0.0,30,1856.570009
0.0,30,1856.570014
0.0,30,1856.672327
0.0,30,1856.672378
0.0,30,1856.672389
0.0,30,1856.672395
0.0,30,1856.672401
0.0,30,1856.672406
0.0,30,1856.672412
0.0,30,1856.672416
0.0,30,1856.781866
0.0,30,1856.781926
0.0,30,1856.781941
0.0,30,1856.781948
0.0,30,1856.781954
0.0,30,1856.78196
0.0,30,1856.781971
0.0,30,1856.781976
0.0,30,1856.888568
0.0,30,1856.888619
0.0,30,1856.888633
0.0,30,1856.88864
0.0,30,1856.888646
0.0,30,1856.888652
0.0,30,1856.888657
0.0,30,1856.888662
0.0,30,1856.996787
0.0,30,1856.996837
0.0,30,1856.996848
0.0,30,1856.996855
0.0,30,1856.996861
0.0,30,1856.996867
0.0,30,1856.996873
0.0,30,1856.996878
0.0,30,1857.10083
0.0,30,1857.100886
0.0,30,1857.100896
0.0,30,1857.100903
0.0,30,1857.100909
0.0,30,1857.100914
0.0,30,1857.10092
0.0,30,1857.100925
0.0,30,1857.198412
0.0,30,1857.198465
0.0,30,1857.198477
0.0,30,1857.198484
0.0,30,1857.198491
0.0,30,1857.198498
0.0,30,1857.198505
0.0,30,1857.198511
0.0,30,1857.289723
0.0,30,1857.289778
0.0,30,1857.289789
0.0,30,1857.289796
0.0,30,1857.289801
0.0,30,1857.289807
0.0,30,1857.289812
0.0,30,1857.289817
0.0,30,1857.385514
0.0,30,1857.385564
0.0,30,1857.385575
0.0,30,1857.385584
0.0,30,1857.385591
0.0,30,1857.385598
0.0,30,1857.385604
0.0,30,1857.385611
0.0,30,1857.478166
0.0,30,1857.478223
0.0,30,1857.478233
0.0,30,1857.47824
0.0,30,1857.478248
0.0,30,1857.478254
0.0,30,1857.478261
0.0,30,1857.478267
0.0,30,1857.569489
0.0,30,1857.569551
0.0,30,1857.569561
0.0,30,1857.569567
0.0,30,1857.569573
0.0,30,1857.569582
0.0,30,1857.569587
0.0,30,1857.569593
0.0,30,1857.663418
0.0,30,1857.663471
0.0,30,1857.663481
0.0,30,1857.663488
0.0,30,1857.663494
0.0,30,1857.663499
0.0,30,1857.663506
0.0,30,1857.663511
0.0,30,1857.755613
0.0,30,1857.755669
0.0,30,1857.755679
0.0,30,1857.755685
0.0,30,1857.755691
0.0,30,1857.755697
0.0,30,1857.755702
0.0,30,1857.755708
0.0,30,1857.846989
0.0,30,1857.84704
0.0,30,1857.847051
0.0,30,1857.847057
0.0,30,1857.847063
0.0,30,1857.847068
0.0,30,1857.847079
0.0,30,1857.847086
0.0,30,1857.937421
0.0,30,1857.937478
0.0,30,1857.937488
0.0,30,1857.937494
0.0,30,1857.9375
0.0,30,1857.937506
0.0,30,1857.937511
0.0,30,1857.93752
0.0,30,1858.037617
0.0,30,1858.037671
0.0,30,1858.037681
0.0,30,1858.037688
0.0,30,1858.037694
0.0,30,1858.037699
0.0,30,1858.037705
0.0,30,1858.03771
0.0,30,1858.158476
0.0,30,1858.158534
0.0,30,1858.158546
0.0,30,1858.158554
0.0,30,1858.15856
0.0,30,1858.158566
0.0,30,1858.158573
0.0,30,1858.15858
0.0,30,1858.289445
0.0,30,1858.289507
0.0,30,1858.289518
0.0,30,1858.289524
0.0,30,1858.28953
0.0,30,1858.289536
0.0,30,1858.289541
0.0,30,1858.289547
0.0,30,1858.426141
0.0,30,1858.426222
0.0,30,1858.426236
0.0,30,1858.426243
0.0,30,1858.426253
0.0,30,1858.426262
0.0,30,1858.426273
0.0,30,1858.426278
0.0,30,1858.522501
0.0,30,1858.522566
0.0,30,1858.522578
0.0,30,1858.522585
0.0,30,1858.522592
0.0,30,1858.522599
0.0,30,1858.522605
0.0,30,1858.522611
0.0,30,1858.623708
0.0,30,1858.623773
0.0,30,1858.623786
0.0,30,1858.623795
0.0,30,1858.623803
0.0,30,1858.623808
0.0,30,1858.623814
0.0,30,1858.623819
0.0,30,1858.723326
0.0,30,1858.72339
0.0,30,1858.723409
0.0,30,1858.723417
0.0,30,1858.723424
0.0,30,1858.72343
0.0,30,1858.723436
0.0,30,1858.723442
0.0,30,1858.8208
0.0,30,1858.820854
0.0,30,1858.820864
0.0,30,1858.820871
0.0,30,1858.820877
0.0,30,1858.820882
0.0,30,1858.820887
0.0,30,1858.820892
0.0,30,1858.92055
0.0,30,1858.920593
0.0,30,1858.920602
0.0,30,1858.920612
0.0,30,1858.920618
0.0,30,1858.920623
0.0,30,1858.920628
0.0,30,1858.920634
0.0,30,1859.017873
0.0,30,1859.017918
0.0,30,1859.017928
0.0,30,1859.017934
0.0,30,1859.01794
0.0,30,1859.017946
0.0,30,1859.017951
0.0,30,1859.017957
0.0,30,1859.126708
0.0,30,1859.126751
0.0,30,1859.126764
0.0,30,1859.126772
0.0,30,1859.126778
0.0,30,1859.126787
0.0,30,1859.126793
0.0,30,1859.126798
0.0,30,1859.243001
0.0,30,1859.24306
0.0,30,1859.243074
0.0,30,1859.243082
0.0,30,1859.24309
0.0,30,1859.243098
0.0,30,1859.243105
0.0,30,1859.243117
0.0,30,1859.346677
0.0,30,1859.346728
0.0,30,1859.346738
0.0,30,1859.346744
0.0,30,1859.34675
0.0,30,1859.346756
0.0,30,1859.346762
0.0,30,1859.346767
0.0,30,1859.452917
0.0,30,1859.452969
0.0,30,1859.45298
0.0,30,1859.452986
0.0,30,1859.452992
0.0,30,1859.453004
0.0,30,1859.45301
0.0,30,1859.453015
0.0,30,1859.560015
0.0,30,1859.560076
0.0,30,1859.560088
0.0,30,1859.560095
0.0,30,1859.560103
0.0,30,1859.560111
0.0,30,1859.560118
0.0,30,1859.560124
0.0,30,1859.658859
0.0,30,1859.658913
0.0,30,1859.658926
0.0,30,1859.658937
0.0,30,1859.658944
0.0,30,1859.658951
0.0,30,1859.658958
0.0,30,1859.658963
0.0,30,1859.75108
0.0,30,1859.751136
0.0,30,1859.751146
0.0,30,1859.751153
0.0,30,1859.751158
0.0,30,1859.751164
0.0,30,1859.751169
0.0,30,1859.751174
0.0,30,1859.842212
0.0,30,1859.842267
0.0,30,1859.84228
0.0,30,1859.842287
0.0,30,1859.842293
0.0,30,1859.842298
0.0,30,1859.842304
0.0,30,1859.842308
0.0,30,1859.942018
0.0,30,1859.94208
0.0,30,1859.942091
0.0,30,1859.942097
0.0,30,1859.942103
0.0,30,1859.942109
0.0,30,1859.942114
0.0,30,1859.94212
0.0,30,1860.036175
0.0,30,1860.036226
0.0,30,1860.036235
0.0,30,1860.036241
0.0,30,1860.036247
0.0,30,1860.036252
0.0,30,1860.036257
0.0,30,1860.036262
0.0,30,1860.132932
0.0,30,1860.132993
0.0,30,1860.133007
0.0,30,1860.133014
0.0,30,1860.133021
0.0,30,1860.133028
0.0,30,1860.133034
0.0,30,1860.133039
0.0,30,1860.228015
0.0,30,1860.228067
0.0,30,1860.228077
0.0,30,1860.228084
0.0,30,1860.22809
0.0,30,1860.228095
0.0,30,1860.228101
0.0,30,1860.228106
0.0,30,1860.320629
0.0,30,1860.320685
0.0,30,1860.320726
0.0,30,1860.32074
0.0,30,1860.320748
0.0,30,1860.320754
